Date,Close,InSignal,Entry,ExSignal,Exit,Position,StopLevel,MTM,Equity
2014-08-18,170.9743,,,,,,,0.0,23727.8776
2014-08-19,171.8667,,,,,,,0.0,23727.8776
2014-08-20,172.3257,,,,,,,0.0,23727.8776
2014-08-21,172.8282,,,,,,,0.0,23727.8776
2014-08-22,172.5596,,,,,,,0.0,23727.8776
2014-08-25,173.4346,,,,,,,0.0,23727.8776
2014-08-26,173.5472,,,,,,,0.0,23727.8776
2014-08-27,173.4779,,,,,,,0.0,23727.8776
2014-08-28,173.3827,,,,,,,0.0,23727.8776
2014-08-29,173.8765,,,,,,,0.0,23727.8776
2014-09-02,173.7898,,,,,,,0.0,23727.8776
2014-09-03,173.6945,,,,,,,0.0,23727.8776
2014-09-04,173.4433,,,,,,,0.0,23727.8776
2014-09-05,174.223,,,,,,,0.0,23727.8776
2014-09-08,173.7724,,,,,,,0.0,23727.8776
2014-09-09,172.6723,,,,,,,0.0,23727.8776
2014-09-10,173.322,PCT-0.005,172.7676,PNL,173.322,137.0,167.7495,75.9602,23803.8378
2014-09-11,173.5213,,,,,,,0.0,23803.8378
2014-09-12,172.5077,,,,,,,0.0,23803.8378
2014-09-15,172.3777,PCT-0.005,172.5336,,,137.0,166.8713,-21.3631,23782.4747
2014-09-16,173.6772,,,PNL,173.6772,137.0,168.1116,156.6725,23960.5103
2014-09-17,173.9111,,,,,,,0.0,23960.5103
2014-09-18,174.838,,,,,,,0.0,23960.5103
2014-09-19,174.6805,,,,,,,0.0,23960.5103
2014-09-22,173.3315,,,,,,,0.0,23960.5103
2014-09-23,172.3393,PCT-0.005,172.7048,,,138.0,167.1893,-50.4459,23910.0644
2014-09-24,173.6883,,,PNL,173.6883,138.0,167.5141,135.723,24096.2333
2014-09-25,170.8858,,,,,,,0.0,24096.2333
2014-09-26,172.2436,PCT-0.005,171.1991,PNL,172.2436,140.0,166.4107,146.2187,24242.452
2014-09-29,171.9302,,,,,,,0.0,24242.452
2014-09-30,171.4776,,,,,,,0.0,24242.452
2014-10-01,169.1538,,,,,,,0.0,24242.452
2014-10-02,169.1799,PCT-0.005,169.0058,PNL,169.1799,143.0,163.4126,24.8934,24267.3454
2014-10-03,171.0424,,,,,,,0.0,24267.3454
2014-10-06,170.8422,,,,,,,0.0,24267.3454
2014-10-07,168.2051,,,,,,,0.0,24267.3454
2014-10-08,171.1469,PCT-0.005,168.3008,PNL,171.1469,144.0,164.9391,409.8334,24677.1789
2014-10-09,167.7525,,,,,,,0.0,24677.1789
2014-10-10,165.8377,PCT-0.005,167.709,,,147.0,161.845,-275.0774,24402.1014
2014-10-13,163.1135,,,,,147.0,161.845,-675.5348,24001.644
2014-10-14,163.3659,,,,,147.0,161.845,-638.435,24038.7439
2014-10-15,162.2605,,,,,147.0,161.845,-800.9229,23876.256
2014-10-16,162.1213,,,,,147.0,161.845,-821.3926,23855.7862
2014-10-17,164.036,,,,,147.0,161.845,-539.9244,24137.2545
2014-10-20,165.6288,,,,,147.0,161.845,-305.7857,24371.3931
2014-10-21,168.9101,,,PNL,168.9101,147.0,161.845,176.5565,24853.7354
